file,values
02764.txt,"[""'threat"", ""'weapon""]"
02382.txt,"[""'satellite""]"
02050.txt,"[""'strategy"", ""'tactics""]"
00357.txt,"[""'strategy""]"
04428.txt,"[""'fight""]"
00569.txt,"[""'secret"", ""'security""]"
03462.txt,"[""'threat""]"
02697.txt,"[""'attack"", ""'explosion"", ""'investigations"", ""'suspect""]"
00658.txt,"[""'disaster"", ""'land"", ""'military"", ""'war""]"
03356.txt,"[""'land""]"
00145.txt,"[""'attack"", ""'rebel""]"
00822.txt,"[""'tragic""]"
01054.txt,"[""'captive"", ""'guns"", ""'hijack"", ""'guns"", ""'military"", ""'security"", ""'terrorist""]"
01440.txt,"[""'injuries"", ""'retaliation""]"
02310.txt,"[""'hostile"", ""'satellite"", ""'strategic"", ""'strategy"", ""'target""]"
00289.txt,"[""'revenge"", ""'terrorism""]"
01693.txt,"[""'carnage"", ""'secret""]"
00053.txt,"[""'strategic"", ""'strategy"", ""'target""]"
02483.txt,"[""'secrecy""]"
01739.txt,"[""'target""]"
01905.txt,"[""'tragic""]"
02566.txt,"[""'security""]"
03007.txt,"[""'assault"", ""'fight"", ""'injuries"", ""'terror""]"
02463.txt,"[""'attack"", ""'death"", ""'guns"", ""'machine"", ""'guns"", ""'war""]"
00172.txt,"[""'escape"", ""'land"", ""'security"", ""'strategic""]"
00598.txt,"[""'bomb"", ""'security"", ""'terrorism"", ""'threat""]"
03308.txt,"[""'land""]"
00132.txt,"[""'coalition"", ""'target""]"
03272.txt,"[""'attack""]"
01838.txt,"[""'fight"", ""'terrorist"", ""'war""]"
00425.txt,"[""'capture""]"
02506.txt,"[""'ambush"", ""'security""]"
04211.txt,"[""'investigate""]"
00644.txt,"[""'radical""]"
01504.txt,"[""'assault"", ""'attack"", ""'coalition"", ""'dead"", ""'death"", ""'devastation"", ""'disaster"", ""'fight"", ""'fighter"", ""'guided"", ""'guns"", ""'land"", ""'guns"", ""'military"", ""'missile"", ""'security"", ""'surrender"", ""'terrorist"", ""'threaten"", ""'war""]"
00416.txt,"[""'disaster"", ""'escape"", ""'security"", ""'strategic""]"
04206.txt,"[""'mission""]"
03716.txt,"[""'threat""]"
03653.txt,"[""'land""]"
01268.txt,"[""'investigate"", ""'tactics""]"
04468.txt,"[""'mines"", ""'mines""]"
02617.txt,"[""'target""]"
00391.txt,"[""'injuries"", ""'military"", ""'tank"", ""'target""]"
03432.txt,"[""'strategy"", ""'target""]"
03769.txt,"[""'war""]"
01364.txt,"[""'capture"", ""'coalition"", ""'target""]"
00718.txt,"[""'fight"", ""'retaliation"", ""'threat""]"
03437.txt,"[""'strategist""]"
02232.txt,"[""'mission""]"
01289.txt,"[""'satellite""]"
03584.txt,"[""'explosion"", ""'mission"", ""'threat""]"
03077.txt,"[""'satellite""]"
01586.txt,"[""'investigations"", ""'land"", ""'security""]"
02902.txt,"[""'brutal"", ""'conspiracy"", ""'die"", ""'flee"", ""'guns"", ""'informant"", ""'guns"", ""'military"", ""'murder"", ""'threaten"", ""'vicious""]"
02713.txt,"[""'security""]"
02251.txt,"[""'deadly"", ""'death"", ""'fight"", ""'injuries"", ""'rocket"", ""'strategy"", ""'tactics"", ""'tragic""]"
02604.txt,"[""'explode"", ""'fight"", ""'military"", ""'strategist"", ""'strategy"", ""'war""]"
02954.txt,"[""'reconnaissance"", ""'tactics"", ""'target"", ""'threat"", ""'war""]"
03804.txt,"[""'siege""]"
03130.txt,"[""'strategist"", ""'strategy""]"
01657.txt,"[""'mission"", ""'strategy"", ""'war""]"
00211.txt,"[""'attack"", ""'disease"", ""'radical""]"
00205.txt,"[""'fight"", ""'mission"", ""'strategist"", ""'strategy"", ""'tank"", ""'threat"", ""'war""]"
01850.txt,"[""'machine""]"
02888.txt,"[""'security"", ""'strategist""]"
01149.txt,"[""'capture"", ""'strategy""]"
02072.txt,"[""'explosion"", ""'secret""]"
00335.txt,"[""'capture""]"
01723.txt,"[""'fighter""]"
03392.txt,"[""'destroy"", ""'weapon"", ""'weapons""]"
03338.txt,"[""'satellite""]"
03431.txt,"[""'mission""]"
02951.txt,"[""'breach""]"
00960.txt,"[""'fight""]"
01469.txt,"[""'breach""]"
02422.txt,"[""'land""]"
04422.txt,"[""'secret"", ""'security""]"
04080.txt,"[""'chaos"", ""'terror"", ""'terrorism""]"
01376.txt,"[""'dead""]"
03901.txt,"[""'carnage""]"
00311.txt,"[""'assault"", ""'fighter"", ""'proliferation"", ""'security"", ""'threat""]"
02056.txt,"[""'disaster"", ""'explosive"", ""'holocaust"", ""'secrecy"", ""'strategic"", ""'suffering"", ""'tactics"", ""'war"", ""'weapons""]"
00925.txt,"[""'military"", ""'security""]"
03708.txt,"[""'land""]"
04374.txt,"[""'military"", ""'war""]"
02279.txt,"[""'strategic""]"
00717.txt,"[""'secrecy""]"
03435.txt,"[""'chaos"", ""'terror""]"
02191.txt,"[""'strategy""]"
02446.txt,"[""'satellite""]"
03069.txt,"[""'carnage""]"
03490.txt,"[""'death"", ""'revenge""]"
03359.txt,"[""'death"", ""'land"", ""'security""]"
00851.txt,"[""'capture""]"
04342.txt,"[""'security""]"
02595.txt,"[""'strategy""]"
04470.txt,"[""'security""]"
03810.txt,"[""'security""]"
01330.txt,"[""'security"", ""'war""]"
00580.txt,"[""'die"", ""'injuries"", ""'suffering""]"
01277.txt,"[""'attack"", ""'strategy""]"
01695.txt,"[""'target""]"
01815.txt,"[""'radical"", ""'strategy"", ""'weapon""]"
00085.txt,"[""'fight"", ""'mission""]"
02222.txt,"[""'strategy""]"
00116.txt,"[""'machine""]"
01384.txt,"[""'security""]"
00486.txt,"[""'war""]"
01876.txt,"[""'death"", ""'destruction"", ""'disaster"", ""'explosion"", ""'missile"", ""'security"", ""'terrorism"", ""'wreckage""]"
03262.txt,"[""'security"", ""'terrorism"", ""'threat""]"
03835.txt,"[""'threat""]"
00239.txt,"[""'suffering""]"
00321.txt,"[""'fight"", ""'strategy""]"
00753.txt,"[""'target"", ""'threaten""]"
01088.txt,"[""'bomb"", ""'terrorist""]"
00665.txt,"[""'satellite"", ""'strategic""]"
03227.txt,"[""'capture"", ""'fight"", ""'germ"", ""'security"", ""'vociferous"", ""'war""]"
04407.txt,"[""'escape"", ""'strategist""]"
01592.txt,"[""'bombs"", ""'rebellion""]"
03798.txt,"[""'weapon""]"
02530.txt,"[""'brutal"", ""'brutality"", ""'dead"", ""'death"", ""'war""]"
03829.txt,"[""'coalition""]"
03224.txt,"[""'mission"", ""'strategy"", ""'weapons""]"
00838.txt,"[""'weapon""]"
03923.txt,"[""'strategic""]"
03513.txt,"[""'fighter""]"
03839.txt,"[""'dead"", ""'deadly"", ""'death"", ""'invasion"", ""'kill"", ""'military"", ""'violence""]"
02125.txt,"[""'threat""]"
00098.txt,"[""'dead""]"
03891.txt,"[""'war""]"
03021.txt,"[""'investigate""]"
02536.txt,"[""'attack"", ""'fight"", ""'notorious"", ""'rebellion"", ""'tactics"", ""'terror"", ""'war""]"
02287.txt,"[""'military"", ""'security"", ""'weapons""]"
02091.txt,"[""'proliferation""]"
02650.txt,"[""'land"", ""'strategic"", ""'strategy"", ""'target""]"
01015.txt,"[""'land""]"
02995.txt,"[""'strategy""]"
03318.txt,"[""'conspiracy""]"
02514.txt,"[""'death"", ""'suspect""]"
00942.txt,"[""'machine""]"
03876.txt,"[""'investigations""]"
03045.txt,"[""'explosive""]"
03370.txt,"[""'proliferation""]"
01220.txt,"[""'land""]"
04195.txt,"[""'dead"", ""'war""]"
04324.txt,"[""'explode"", ""'strategy"", ""'target""]"
03155.txt,"[""'bomb"", ""'coalition"", ""'destroy"", ""'escape"", ""'bombs"", ""'military"", ""'missile"", ""'satellite"", ""'strategic"", ""'suspect"", ""'tactics"", ""'threat"", ""'war"", ""'warheads"", ""'weapon"", ""'weapons""]"
04347.txt,"[""'security""]"
02741.txt,"[""'deadly"", ""'disease""]"
02755.txt,"[""'fight"", ""'militant"", ""'security"", ""'target""]"
00524.txt,"[""'attack""]"
00293.txt,"[""'fight"", ""'infantry"", ""'missile"", ""'security"", ""'war""]"
00892.txt,"[""'security"", ""'war""]"
01725.txt,"[""'satellite""]"
00928.txt,"[""'strategic"", ""'target""]"
00326.txt,"[""'satellite""]"
00873.txt,"[""'land""]"
01055.txt,"[""'execute"", ""'execution""]"
02801.txt,"[""'security""]"
00290.txt,"[""'casualties"", ""'machine"", ""'surrender"", ""'war""]"
01585.txt,"[""'security"", ""'strategy""]"
04103.txt,"[""'explosive""]"
00536.txt,"[""'injuries""]"
00880.txt,"[""'security""]"
04383.txt,"[""'strategy""]"
04412.txt,"[""'capture"", ""'strategic""]"
02910.txt,"[""'die"", ""'strategy""]"
03395.txt,"[""'breach""]"
02751.txt,"[""'injuries""]"
00778.txt,"[""'guns"", ""'guns"", ""'terrorize""]"
01091.txt,"[""'explosion"", ""'injuries""]"
00507.txt,"[""'land""]"
04269.txt,"[""'security""]"
02664.txt,"[""'explosion"", ""'terrorism"", ""'terrorist""]"
01324.txt,"[""'warfare"", ""'radical"", ""'war""]"
03001.txt,"[""'death""]"
02319.txt,"[""'threat""]"
02420.txt,"[""'land""]"
00475.txt,"[""'death"", ""'strategy""]"
00760.txt,"[""'threat"", ""'war""]"
04370.txt,"[""'anguish""]"
02060.txt,"[""'chaos"", ""'disaster"", ""'security"", ""'strategy"", ""'war""]"
03284.txt,"[""'strategy""]"
02181.txt,"[""'strategy""]"
00023.txt,"[""'tank""]"
00776.txt,"[""'fight"", ""'secret""]"
01157.txt,"[""'strategy""]"
03445.txt,"[""'strategic""]"
01151.txt,"[""'coalition"", ""'military"", ""'security"", ""'target""]"
04197.txt,"[""'military""]"
01578.txt,"[""'strategist""]"
01813.txt,"[""'disaster"", ""'explosion"", ""'rocket"", ""'secrecy"", ""'secret"", ""'satellite"", ""'target""]"
03940.txt,"[""'land""]"
04118.txt,"[""'threat""]"
01035.txt,"[""'injuries""]"
01173.txt,"[""'die""]"
01600.txt,"[""'dead"", ""'land"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
03558.txt,"[""'coalition""]"
04081.txt,"[""'destroy"", ""'military"", ""'satellite"", ""'tactics""]"
02169.txt,"[""'target""]"
03807.txt,"[""'hostile""]"
02725.txt,"[""'land"", ""'mines"", ""'mines""]"
04039.txt,"[""'assault"", ""'fight""]"
00093.txt,"[""'death""]"
03200.txt,"[""'attack""]"
03120.txt,"[""'strategic"", ""'strategy""]"
00721.txt,"[""'security"", ""'strategic""]"
03331.txt,"[""'radical""]"
03707.txt,"[""'execute"", ""'explosive"", ""'strategy""]"
02602.txt,"[""'anguish"", ""'dead"", ""'destroy"", ""'vile""]"
01249.txt,"[""'disaster"", ""'secrecy""]"
00975.txt,"[""'dead"", ""'satellite""]"
02477.txt,"[""'strategist""]"
00568.txt,"[""'war""]"
01452.txt,"[""'breach""]"
01292.txt,"[""'war""]"
01688.txt,"[""'explode"", ""'strategist"", ""'strategy"", ""'suspect""]"
03355.txt,"[""'explosive"", ""'investigate"", ""'investigations"", ""'security""]"
00152.txt,"[""'security""]"
04129.txt,"[""'attack"", ""'military"", ""'missile""]"
02842.txt,"[""'suspect""]"
02407.txt,"[""'bomb"", ""'destroy"", ""'fight"", ""'kill"", ""'land"", ""'terrorism"", ""'war""]"
00106.txt,"[""'investigate"", ""'investigations"", ""'secret""]"
01972.txt,"[""'fight""]"
00899.txt,"[""'rage"", ""'strategist""]"
02553.txt,"[""'land"", ""'war""]"
01117.txt,"[""'attack"", ""'fight"", ""'military"", ""'secret"", ""'security"", ""'strategic"", ""'strategy"", ""'war""]"
03567.txt,"[""'threaten""]"
01639.txt,"[""'land""]"
00133.txt,"[""'strategy""]"
01336.txt,"[""'escape""]"
04373.txt,"[""'death""]"
01345.txt,"[""'chaos"", ""'threaten""]"
03633.txt,"[""'death"", ""'land"", ""'savage""]"
03306.txt,"[""'conspiracy""]"
01664.txt,"[""'assault"", ""'weapons""]"
00802.txt,"[""'target""]"
02452.txt,"[""'conspiracy"", ""'investigations"", ""'suffering""]"
02357.txt,"[""'land""]"
01256.txt,"[""'land""]"
04358.txt,"[""'satellite""]"
04418.txt,"[""'captive"", ""'destroy"", ""'invasion"", ""'military"", ""'rebel"", ""'security""]"
03036.txt,"[""'target""]"
00418.txt,"[""'attack"", ""'military"", ""'security"", ""'terrorist"", ""'war"", ""'weapons""]"
02515.txt,"[""'target""]"
02787.txt,"[""'capture"", ""'death"", ""'notorious"", ""'war""]"
03129.txt,"[""'explosion"", ""'revenge"", ""'strategic"", ""'strategy""]"
03851.txt,"[""'explosion"", ""'provocation"", ""'threat"", ""'tragic""]"
00320.txt,"[""'attack""]"
03035.txt,"[""'strategy""]"
03142.txt,"[""'attack""]"
00051.txt,"[""'security""]"
03739.txt,"[""'bomb"", ""'deadly"", ""'explosion"", ""'missile"", ""'wreckage""]"
03229.txt,"[""'bomb"", ""'disaster"", ""'bombs"", ""'guns"", ""'guns"", ""'security"", ""'terrorism"", ""'threat""]"
01887.txt,"[""'satellite""]"
02559.txt,"[""'land"", ""'machine"", ""'radical"", ""'strategic""]"
02329.txt,"[""'investigations"", ""'secrecy"", ""'secret"", ""'threat""]"
01155.txt,"[""'death"", ""'military"", ""'security"", ""'strategy"", ""'threat""]"
00362.txt,"[""'flee""]"
03978.txt,"[""'investigate"", ""'security"", ""'strategy"", ""'threat""]"
01647.txt,"[""'die""]"
03823.txt,"[""'suffering""]"
01280.txt,"[""'militant"", ""'violence""]"
01018.txt,"[""'radical"", ""'strategist"", ""'strategy""]"
01550.txt,"[""'strategy""]"
00849.txt,"[""'security""]"
02766.txt,"[""'bomb""]"
01167.txt,"[""'satellite""]"
00272.txt,"[""'target""]"
02816.txt,"[""'assault"", ""'attack"", ""'coalition"", ""'dead"", ""'death"", ""'devastation"", ""'disaster"", ""'fight"", ""'fighter"", ""'guided"", ""'guns"", ""'land"", ""'guns"", ""'military"", ""'missile"", ""'security"", ""'surrender"", ""'terrorist"", ""'threaten"", ""'war""]"
02641.txt,"[""'land""]"
02635.txt,"[""'chaos"", ""'explosive"", ""'fight"", ""'strategist""]"
01259.txt,"[""'military""]"
01588.txt,"[""'strategic""]"
01360.txt,"[""'secrecy""]"
00963.txt,"[""'disease"", ""'injuries""]"
01728.txt,"[""'trap"", ""'escape"", ""'fatal"", ""'mission"", ""'radical"", ""'satellite"", ""'surrender"", ""'weapons""]"
01476.txt,"[""'conspiracy"", ""'military"", ""'mission"", ""'security""]"
00763.txt,"[""'investigate""]"
01236.txt,"[""'ambush"", ""'death"", ""'guns"", ""'invasion"", ""'guns"", ""'militant"", ""'military"", ""'secret""]"
02985.txt,"[""'die""]"
04299.txt,"[""'aggressor"", ""'military"", ""'missile"", ""'outbreak"", ""'secret"", ""'security"", ""'strategic"", ""'terrorism"", ""'terrorist"", ""'war"", ""'weapons""]"
02447.txt,"[""'assault"", ""'attack"", ""'casualties"", ""'dead"", ""'death"", ""'destroy"", ""'military"", ""'rebel"", ""'retaliation"", ""'revenge""]"
02480.txt,"[""'land""]"
00142.txt,"[""'land"", ""'mission"", ""'retribution"", ""'surrender"", ""'tank"", ""'war""]"
01081.txt,"[""'dead"", ""'land""]"
04457.txt,"[""'satellite""]"
02041.txt,"[""'secret"", ""'strategist""]"
01383.txt,"[""'military"", ""'security"", ""'tank"", ""'war""]"
01064.txt,"[""'war""]"
01043.txt,"[""'security""]"
03781.txt,"[""'dead"", ""'death"", ""'investigate"", ""'investigations"", ""'target""]"
00782.txt,"[""'casualties"", ""'military"", ""'mission"", ""'rebel"", ""'security"", ""'violence"", ""'war""]"
03727.txt,"[""'aggression"", ""'attack"", ""'casualties"", ""'fighter"", ""'invasion"", ""'land"", ""'military"", ""'rebellion"", ""'tank"", ""'war""]"
00386.txt,"[""'security""]"
01085.txt,"[""'tank""]"
02767.txt,"[""'satellite"", ""'strategy""]"
01164.txt,"[""'dead"", ""'fight""]"
03099.txt,"[""'secret"", ""'security""]"
01768.txt,"[""'death""]"
04399.txt,"[""'casualties"", ""'machine"", ""'strategy"", ""'surrender"", ""'war""]"
00820.txt,"[""'machine""]"
01974.txt,"[""'satellite""]"
00078.txt,"[""'strategy"", ""'target""]"
01605.txt,"[""'destroy"", ""'fugitive"", ""'proliferation""]"
03990.txt,"[""'security""]"
03555.txt,"[""'dead"", ""'escape""]"
02368.txt,"[""'attack""]"
04277.txt,"[""'injuries"", ""'military""]"
03164.txt,"[""'violence"", ""'war""]"
00823.txt,"[""'coalition"", ""'notorious""]"
03389.txt,"[""'fight"", ""'fighter"", ""'target"", ""'vendetta""]"
03275.txt,"[""'trap"", ""'hostile"", ""'seize"", ""'strategy""]"
01789.txt,"[""'security"", ""'threaten""]"
03654.txt,"[""'breach"", ""'coalition"", ""'military"", ""'strategic"", ""'strategy"", ""'war""]"
03156.txt,"[""'attack"", ""'disease"", ""'fatal"", ""'injuries"", ""'radiation"", ""'war""]"
03635.txt,"[""'die""]"
03549.txt,"[""'coalition"", ""'mission"", ""'strategist""]"
02237.txt,"[""'land""]"
02554.txt,"[""'target"", ""'terrorism""]"
00310.txt,"[""'mines"", ""'mines""]"
01354.txt,"[""'attack"", ""'military"", ""'missile"", ""'security"", ""'strategist""]"
01244.txt,"[""'attack"", ""'death"", ""'disease"", ""'seize""]"
02565.txt,"[""'war""]"
00748.txt,"[""'death"", ""'secrecy"", ""'suspect"", ""'tragic""]"
01459.txt,"[""'target""]"
04348.txt,"[""'death"", ""'strategist""]"
02124.txt,"[""'death"", ""'die"", ""'disease"", ""'radiation"", ""'security""]"
04382.txt,"[""'assassinate"", ""'disaster"", ""'guided"", ""'investigate"", ""'kill"", ""'mission"", ""'proliferation"", ""'security"", ""'terrorism"", ""'terrorist"", ""'weapons""]"
02085.txt,"[""'attack"", ""'missile"", ""'retaliation""]"
01773.txt,"[""'investigations""]"
03916.txt,"[""'strategist""]"
02090.txt,"[""'land""]"
00029.txt,"[""'attack"", ""'capture"", ""'coalition"", ""'mission""]"
04449.txt,"[""'strategy""]"
01893.txt,"[""'land""]"
03788.txt,"[""'target""]"
01720.txt,"[""'death"", ""'disease""]"
01662.txt,"[""'land""]"
03146.txt,"[""'rebel"", ""'strategist""]"
03337.txt,"[""'disastrous""]"
00553.txt,"[""'strategy""]"
00341.txt,"[""'explosion"", ""'strategy"", ""'target""]"
00548.txt,"[""'attack"", ""'death"", ""'disease"", ""'fatal"", ""'suffering""]"
00369.txt,"[""'dead"", ""'rebel"", ""'war""]"
03217.txt,"[""'destruction""]"
02004.txt,"[""'satellite""]"
01757.txt,"[""'war""]"
00955.txt,"[""'radical""]"
01196.txt,"[""'military"", ""'strategy""]"
03461.txt,"[""'coalition"", ""'strategic"", ""'strategy""]"
02425.txt,"[""'secret""]"
02847.txt,"[""'strategy"", ""'target""]"
03436.txt,"[""'strategy"", ""'suffering""]"
00664.txt,"[""'strategy""]"
00169.txt,"[""'explosive"", ""'weapon""]"
00765.txt,"[""'strategist""]"
00537.txt,"[""'penetration""]"
01353.txt,"[""'attack"", ""'strategy""]"
02918.txt,"[""'death"", ""'military"", ""'strategy"", ""'war""]"
04341.txt,"[""'security""]"
01960.txt,"[""'rage""]"
02067.txt,"[""'breach""]"
00829.txt,"[""'fight"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
01690.txt,"[""'explode"", ""'land"", ""'threat""]"
02730.txt,"[""'weapons""]"
03394.txt,"[""'security"", ""'war""]"
02227.txt,"[""'satellite""]"
04058.txt,"[""'secret""]"
01427.txt,"[""'suffering""]"
03892.txt,"[""'land"", ""'military"", ""'sabotage"", ""'secret"", ""'security""]"
03000.txt,"[""'land"", ""'machine"", ""'target""]"
02013.txt,"[""'war""]"
03906.txt,"[""'missile"", ""'rocket""]"
02599.txt,"[""'injuries""]"
00597.txt,"[""'security""]"
04202.txt,"[""'attack"", ""'land"", ""'military"", ""'proliferation"", ""'seize"", ""'satellite""]"
02672.txt,"[""'attack"", ""'target""]"
04420.txt,"[""'attack"", ""'secret"", ""'strategic"", ""'suspect"", ""'tactics"", ""'war""]"
00777.txt,"[""'assault"", ""'breach"", ""'death"", ""'disease"", ""'interrogation""]"
03414.txt,"[""'attack"", ""'military"", ""'missile"", ""'threaten""]"
03030.txt,"[""'fight"", ""'strategy""]"
02223.txt,"[""'escape""]"
01033.txt,"[""'invasion"", ""'land"", ""'strategy""]"
01403.txt,"[""'strategic"", ""'strategy""]"
04423.txt,"[""'attack"", ""'threaten""]"
01599.txt,"[""'strategic""]"
00743.txt,"[""'execution""]"
02758.txt,"[""'machine""]"
02873.txt,"[""'target""]"
02467.txt,"[""'attack"", ""'death"", ""'die"", ""'disease"", ""'mission"", ""'notorious"", ""'radical""]"
04365.txt,"[""'attack"", ""'devastation"", ""'tank"", ""'war""]"
02634.txt,"[""'devastation"", ""'extremism"", ""'war""]"
03993.txt,"[""'fight"", ""'mission""]"
01298.txt,"[""'target""]"
03187.txt,"[""'security""]"
03595.txt,"[""'secret"", ""'target""]"
04009.txt,"[""'death"", ""'notorious"", ""'strategy""]"
03412.txt,"[""'surrender""]"
02763.txt,"[""'explosion"", ""'suspect""]"
02366.txt,"[""'strategic"", ""'strategy""]"
02211.txt,"[""'strategy""]"
01288.txt,"[""'assault"", ""'attack"", ""'injuries"", ""'military"", ""'radical"", ""'terrorist"", ""'violence"", ""'weapon""]"
00350.txt,"[""'kidnap"", ""'security""]"
04242.txt,"[""'destroy"", ""'injuries""]"
01357.txt,"[""'satellite""]"
00619.txt,"[""'escape""]"
01272.txt,"[""'dead""]"
03742.txt,"[""'land""]"
03776.txt,"[""'attack""]"
02996.txt,"[""'deadly"", ""'violence""]"
02114.txt,"[""'casualties"", ""'secret""]"
00618.txt,"[""'fatal"", ""'vitriol"", ""'war""]"
04020.txt,"[""'death"", ""'die"", ""'strategy""]"
01457.txt,"[""'fatal"", ""'fighter"", ""'military"", ""'mission"", ""'war"", ""'warplane""]"
02342.txt,"[""'dead"", ""'machine""]"
01840.txt,"[""'brutal"", ""'war""]"
03704.txt,"[""'suspect""]"
02134.txt,"[""'satellite""]"
01633.txt,"[""'war""]"
00878.txt,"[""'attack""]"
02326.txt,"[""'execution"", ""'hostile"", ""'strategic""]"
04227.txt,"[""'disease"", ""'war"", ""'weapons""]"
02915.txt,"[""'investigations""]"
03732.txt,"[""'suspect""]"
00069.txt,"[""'land""]"
01498.txt,"[""'land""]"
03942.txt,"[""'disease"", ""'secret""]"
02561.txt,"[""'violence""]"
02620.txt,"[""'death"", ""'die"", ""'disease""]"
02464.txt,"[""'target""]"
01021.txt,"[""'dead"", ""'tank""]"
01453.txt,"[""'machine""]"
00047.txt,"[""'security"", ""'strategy""]"
02268.txt,"[""'secret""]"
03897.txt,"[""'land""]"
04305.txt,"[""'attack"", ""'kill"", ""'militant"", ""'slaughter""]"
02278.txt,"[""'strategist""]"
02499.txt,"[""'destroy"", ""'die"", ""'war""]"
04429.txt,"[""'warfare"", ""'machine"", ""'military"", ""'strategic"", ""'strategy"", ""'threaten""]"
04432.txt,"[""'attack"", ""'death"", ""'machine"", ""'suspect"", ""'tactics""]"
00129.txt,"[""'secrecy"", ""'terror"", ""'threat""]"
03691.txt,"[""'secret""]"
01822.txt,"[""'explosion""]"
02605.txt,"[""'savage""]"
02150.txt,"[""'security""]"
04390.txt,"[""'rebel""]"
00561.txt,"[""'capture"", ""'strategy""]"
02955.txt,"[""'security""]"
04260.txt,"[""'land"", ""'military"", ""'strategy"", ""'terror""]"
01116.txt,"[""'dead"", ""'security"", ""'war""]"
03682.txt,"[""'threat"", ""'violence""]"
00191.txt,"[""'land""]"
00571.txt,"[""'trap"", ""'capture""]"
02938.txt,"[""'land""]"
00826.txt,"[""'security""]"
01448.txt,"[""'satellite""]"
03384.txt,"[""'death""]"
01531.txt,"[""'assault"", ""'hostile""]"
00444.txt,"[""'satellite""]"
01126.txt,"[""'menace"", ""'radical""]"
00281.txt,"[""'death"", ""'fight"", ""'investigations"", ""'kill"", ""'land""]"
03070.txt,"[""'target""]"
03006.txt,"[""'assault"", ""'capture"", ""'die"", ""'fight"", ""'strategy"", ""'target""]"
00075.txt,"[""'coalition"", ""'die"", ""'fight""]"
03981.txt,"[""'strategic"", ""'strategist""]"
01964.txt,"[""'outbreak""]"
00057.txt,"[""'hostility""]"
04339.txt,"[""'penetration""]"
02740.txt,"[""'fight""]"
01555.txt,"[""'brutal"", ""'notorious"", ""'strategy""]"
02923.txt,"[""'outbreak"", ""'slaughter""]"
02728.txt,"[""'strategy""]"
00771.txt,"[""'strategy""]"
03253.txt,"[""'dead"", ""'land""]"
01854.txt,"[""'strategic""]"
04176.txt,"[""'escape"", ""'bombs""]"
02646.txt,"[""'strategic""]"
03150.txt,"[""'invasion"", ""'security""]"
00499.txt,"[""'military"", ""'security"", ""'weapons""]"
03754.txt,"[""'attack"", ""'coalition"", ""'disease"", ""'fatal"", ""'strategic""]"
02185.txt,"[""'land""]"
00541.txt,"[""'land""]"
02062.txt,"[""'coalition"", ""'target""]"
03737.txt,"[""'fight"", ""'war""]"
02581.txt,"[""'bomb"", ""'fight""]"
01019.txt,"[""'strategic""]"
01881.txt,"[""'breach"", ""'explosive"", ""'kill""]"
01775.txt,"[""'land"", ""'secret"", ""'wreckage""]"
03518.txt,"[""'satellite""]"
00710.txt,"[""'death"", ""'investigate""]"
01611.txt,"[""'threat""]"
03533.txt,"[""'machine""]"
00312.txt,"[""'investigate""]"
01358.txt,"[""'strategy"", ""'tactics""]"
01361.txt,"[""'war""]"
00261.txt,"[""'attack"", ""'dead"", ""'destroy"", ""'fatal"", ""'war""]"
02853.txt,"[""'military""]"
01466.txt,"[""'fighter""]"
02078.txt,"[""'security"", ""'terrorism"", ""'violence""]"
02224.txt,"[""'mines"", ""'mines""]"
01477.txt,"[""'strategy""]"
03746.txt,"[""'mission"", ""'terrorize"", ""'violence"", ""'war""]"
03926.txt,"[""'strategist""]"
03053.txt,"[""'death"", ""'fight"", ""'vendetta"", ""'war""]"
03700.txt,"[""'fight"", ""'fighter"", ""'war""]"
04298.txt,"[""'flee"", ""'secret"", ""'security"", ""'tactics""]"
01863.txt,"[""'conspiracy""]"
00271.txt,"[""'target""]"
01980.txt,"[""'massacre"", ""'mission"", ""'security""]"
01080.txt,"[""'target""]"
02879.txt,"[""'fighter""]"
04104.txt,"[""'disastrous"", ""'strategy"", ""'suspect"", ""'war""]"
04335.txt,"[""'suffering""]"
00101.txt,"[""'attack"", ""'capture"", ""'genocide"", ""'murder"", ""'slaughter"", ""'tactics"", ""'war""]"
02296.txt,"[""'chaos"", ""'disease"", ""'fight"", ""'military"", ""'suspect""]"
01224.txt,"[""'disaster"", ""'target""]"
02865.txt,"[""'land"", ""'security"", ""'seize"", ""'suspect""]"
04446.txt,"[""'war""]"
02410.txt,"[""'target"", ""'vicious""]"
00681.txt,"[""'attack"", ""'death"", ""'security""]"
04426.txt,"[""'coalition"", ""'militant"", ""'military"", ""'security"", ""'terrorism""]"
00546.txt,"[""'security""]"
00694.txt,"[""'hostile""]"
02811.txt,"[""'strategist"", ""'strategy""]"
01635.txt,"[""'attack"", ""'death"", ""'disease"", ""'fight"", ""'target""]"
00430.txt,"[""'investigations""]"
03791.txt,"[""'security""]"
00850.txt,"[""'attack"", ""'missile""]"
00688.txt,"[""'hostile"", ""'land""]"
00666.txt,"[""'strategist"", ""'strategy""]"
01315.txt,"[""'destroy"", ""'military"", ""'threat""]"
01668.txt,"[""'militant""]"
00998.txt,"[""'investigate"", ""'strategy""]"
04276.txt,"[""'radical""]"
03269.txt,"[""'rebel"", ""'security"", ""'war""]"
02280.txt,"[""'bomb"", ""'brutal"", ""'casualties"", ""'conspiracy"", ""'target"", ""'war""]"
03172.txt,"[""'kill""]"
04042.txt,"[""'tactics""]"
