file,values
04104.txt,"[""'disastrous"", ""'strategy"", ""'suspect"", ""'war""]"
00110.txt,"[""'attack"", ""'fight"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
03079.txt,"[""'deadly"", ""'injuries"", ""'sabotage"", ""'security"", ""'satellite""]"
00101.txt,"[""'attack"", ""'capture"", ""'genocide"", ""'murder"", ""'slaughter"", ""'tactics"", ""'war""]"
04215.txt,"[""'bomb"", ""'deadly"", ""'disaster"", ""'explosion"", ""'explosive"", ""'missile"", ""'wreckage""]"
02296.txt,"[""'chaos"", ""'disease"", ""'fight"", ""'military"", ""'suspect""]"
03785.txt,"[""'attack"", ""'bomb"", ""'disaster"", ""'explode"", ""'explosion"", ""'investigations"", ""'military"", ""'missile"", ""'security"", ""'terrorism"", ""'terrorist"", ""'wreckage""]"
03799.txt,"[""'kill"", ""'murder"", ""'suspect"", ""'threaten"", ""'violence""]"
01600.txt,"[""'dead"", ""'land"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
02865.txt,"[""'land"", ""'security"", ""'seize"", ""'suspect""]"
00317.txt,"[""'destroy"", ""'land"", ""'military"", ""'war""]"
01456.txt,"[""'land"", ""'security"", ""'strategy"", ""'tactics"", ""'war""]"
03563.txt,"[""'attack"", ""'security"", ""'threat""]"
00163.txt,"[""'land"", ""'security"", ""'threaten""]"
01892.txt,"[""'attack"", ""'security"", ""'strategist"", ""'strategy"", ""'target"", ""'threat""]"
03636.txt,"[""'radical"", ""'strategist"", ""'strategy""]"
00681.txt,"[""'attack"", ""'death"", ""'security""]"
01248.txt,"[""'bomb"", ""'destruction"", ""'explosion"", ""'target"", ""'terrorism"", ""'terrorist"", ""'war""]"
04426.txt,"[""'coalition"", ""'militant"", ""'military"", ""'security"", ""'terrorism""]"
02135.txt,"[""'dead"", ""'land"", ""'secret"", ""'treachery"", ""'war""]"
01635.txt,"[""'attack"", ""'death"", ""'disease"", ""'fight"", ""'target""]"
02083.txt,"[""'hostile"", ""'strategist"", ""'suffering""]"
00366.txt,"[""'deadly"", ""'fatal"", ""'kill"", ""'threat""]"
02874.txt,"[""'assassin"", ""'kill"", ""'violence"", ""'war""]"
03611.txt,"[""'attack"", ""'death"", ""'disease"", ""'machine""]"
00251.txt,"[""'death"", ""'die"", ""'disaster"", ""'disease"", ""'military""]"
02513.txt,"[""'attack"", ""'death"", ""'destruction"", ""'injuries"", ""'overthrow""]"
01315.txt,"[""'destroy"", ""'military"", ""'threat""]"
02645.txt,"[""'attack"", ""'death"", ""'notorious"", ""'seize"", ""'war""]"
01212.txt,"[""'assault"", ""'submarine"", ""'war""]"
03190.txt,"[""'invasion"", ""'mission"", ""'threat""]"
03269.txt,"[""'rebel"", ""'security"", ""'war""]"
01740.txt,"[""'anguish"", ""'death"", ""'destruction"", ""'proliferation"", ""'secret"", ""'threaten""]"
01794.txt,"[""'disastrous"", ""'strategist"", ""'target""]"
01752.txt,"[""'horrific"", ""'murder"", ""'violence""]"
01690.txt,"[""'explode"", ""'land"", ""'threat""]"
04431.txt,"[""'hostile"", ""'strategic"", ""'strategy""]"
02280.txt,"[""'bomb"", ""'brutal"", ""'casualties"", ""'conspiracy"", ""'target"", ""'war""]"
03510.txt,"[""'mines"", ""'mines"", ""'target""]"
00306.txt,"[""'dead"", ""'strategic"", ""'tank""]"
01368.txt,"[""'assault"", ""'fight"", ""'guns"", ""'guns"", ""'radical"", ""'secret"", ""'war"", ""'weapons""]"
02697.txt,"[""'attack"", ""'explosion"", ""'investigations"", ""'suspect""]"
00658.txt,"[""'disaster"", ""'land"", ""'military"", ""'war""]"
03380.txt,"[""'military"", ""'rebel"", ""'security"", ""'strategic"", ""'strategy"", ""'war""]"
02707.txt,"[""'disaster"", ""'military"", ""'secret"", ""'security""]"
02736.txt,"[""'fight"", ""'strategist"", ""'strategy"", ""'suspect""]"
01419.txt,"[""'casualties"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
01054.txt,"[""'captive"", ""'guns"", ""'hijack"", ""'guns"", ""'military"", ""'security"", ""'terrorist""]"
00201.txt,"[""'death"", ""'military"", ""'security"", ""'strategy"", ""'target"", ""'threat"", ""'weapons""]"
02310.txt,"[""'hostile"", ""'satellite"", ""'strategic"", ""'strategy"", ""'target""]"
00197.txt,"[""'assault"", ""'attack"", ""'bomb"", ""'coalition"", ""'deadly"", ""'death"", ""'destruction"", ""'explode"", ""'fight"", ""'bombs"", ""'guns"", ""'kill"", ""'land"", ""'guns"", ""'military"", ""'missile"", ""'security"", ""'strategy"", ""'terror"", ""'terrorism"", ""'threat"", ""'violence"", ""'war"", ""'weapons""]"
00474.txt,"[""'guns"", ""'land"", ""'guns"", ""'war"", ""'weapons""]"
00053.txt,"[""'strategic"", ""'strategy"", ""'target""]"
